"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"2290",1.51310652587027e-07,7.83177311749187e-08,1.71177982540418e-07,7.33437215028284e-08,1.27534318976451e-07,1.3335692732356e-07,1.10300607390104e-07,4.48094631249878e-08,5.0953420870993e-08,4.57531294152796e-08,3.10268865545632e-08,3.70270277755546e-08,3.78115534279e-08,1.931044183869e-08,2.35579734026604e-08,3.11151643353424e-08,2.67146651889253e-08,1.68023984270865e-08,1.63585233954008e-08,2.09889023076275e-08,1.90757489000739e-08,2.19523781490793e-08,2.70231467321831e-08,1.49215547260871e-08,1.57014921925664e-08,1.66855750805892e-08,1.18970385487615e-08,2.03284139292633e-08,1.31373644280352e-08,1.21234103343645e-08,1.05209280706748e-08,9.86908935026235e-09
"2291",1.57437758478732e-07,7.72541585808418e-08,1.75405581967561e-07,7.425691421209e-08,1.25672539477202e-07,1.31994075158449e-07,1.08704474918857e-07,4.6088604409489e-08,4.74609396594052e-08,4.09342488905052e-08,3.31056749976622e-08,3.47175318237185e-08,3.50557489468622e-08,2.24401543475326e-08,2.33916980365422e-08,3.12201588361883e-08,2.57162308607985e-08,1.56829741084569e-08,1.49193348199822e-08,2.1345823352136e-08,1.86224221406903e-08,1.84776677528918e-08,2.42961668371236e-08,1.48294252160189e-08,1.5224994241398e-08,1.63441178795572e-08,1.26940343972574e-08,2.20459526783387e-08,1.34275829380828e-08,1.18760505520435e-08,9.69648418881509e-09,1.23494890747062e-08
"2292",1.5992197351529e-07,7.046956424589e-08,1.78913528103818e-07,7.67810725855365e-08,1.23665683979138e-07,1.29862256544674e-07,1.05103507425349e-07,4.24707723993411e-08,4.63611112533908e-08,3.48974509511173e-08,3.33856475591309e-08,3.20791775113169e-08,3.30915178625508e-08,2.48555706340971e-08,2.39668373651068e-08,3.09333666714826e-08,2.66865851905328e-08,1.64004051003084e-08,1.69661957317755e-08,2.21768176908786e-08,1.95698117553994e-08,1.74705061299716e-08,1.89509198845267e-08,1.63644957484392e-08,1.44408032071129e-08,1.62102833556275e-08,1.27012183547034e-08,2.39616778629647e-08,1.31357243941779e-08,1.01849281548905e-08,9.91223478597502e-09,1.21022225636463e-08
"2293",1.58811921395944e-07,7.00669912990202e-08,1.79521462881633e-07,8.24928273441324e-08,1.18419881331526e-07,1.29509655407481e-07,1.03142795342096e-07,4.23772127036992e-08,4.570385247545e-08,3.03252274050304e-08,3.59405580463251e-08,2.65687387358044e-08,3.11252511414947e-08,2.79743174274048e-08,2.44681876913243e-08,3.31288142583613e-08,2.62008361379927e-08,1.81777812745382e-08,1.73254231672064e-08,2.08254613311855e-08,1.96758828486268e-08,1.67366576606044e-08,1.8541038504635e-08,1.39982003831942e-08,1.46543315260798e-08,1.4814500944766e-08,1.29001517913615e-08,2.47060344266576e-08,1.215974474456e-08,9.74706369443107e-09,1.05689723667268e-08,1.32503294338459e-08
"2294",1.54732075841187e-07,7.20723047949262e-08,1.77518922531701e-07,8.47631161395904e-08,1.16978918917022e-07,1.27478410769389e-07,1.03874744710259e-07,3.98727705526266e-08,4.87485729957405e-08,2.77076151096662e-08,3.77476323272427e-08,2.48028698495667e-08,3.02720068203638e-08,2.52498667650513e-08,2.3396586757616e-08,3.77236188121148e-08,2.80506847058576e-08,1.74304491601133e-08,1.66274549072083e-08,2.16450412718528e-08,1.92693184803786e-08,1.52093614976754e-08,1.78548677676846e-08,1.57942480113457e-08,1.63678042424256e-08,1.38861315005194e-08,1.43510166368441e-08,2.36138863937928e-08,1.15954974352478e-08,9.38409607978144e-09,1.06036241184856e-08,1.35237240222138e-08
"2295",1.49484286904173e-07,7.36352934272604e-08,1.80347767036305e-07,8.50636653020889e-08,1.15209428042961e-07,1.28622468646059e-07,1.08081506531694e-07,3.67174395934305e-08,4.70816546699476e-08,2.80200393328322e-08,3.72728558870324e-08,2.49404895871054e-08,2.73276567649983e-08,2.75545897656654e-08,2.32656505815817e-08,3.92455382024097e-08,2.76746000807276e-08,1.84399476633034e-08,1.58681974670058e-08,1.81426251936787e-08,1.97646384561473e-08,1.44364860515334e-08,1.84402528382826e-08,1.65784308738954e-08,1.65756277157238e-08,1.18964871676521e-08,1.42410480855059e-08,2.29461656266525e-08,1.30687283976292e-08,9.44281200056616e-09,1.01563037350737e-08,1.38437265557748e-08
"2296",1.45828882770739e-07,7.60118397078132e-08,1.78524480717601e-07,8.55492663011132e-08,1.14790913983215e-07,1.27101651209238e-07,1.10008641396066e-07,3.62787746797938e-08,4.90833898261877e-08,2.68651045110522e-08,3.87813604477807e-08,2.47637785856446e-08,2.84074965966612e-08,2.72801878446432e-08,2.54526722880643e-08,4.38914652282916e-08,3.08024053614916e-08,1.56361858557965e-08,1.39116241543292e-08,1.91176427450949e-08,2.02777738615615e-08,1.52255412418693e-08,1.99131220669284e-08,1.63006571847584e-08,1.57677101750627e-08,1.0627472955377e-08,1.39438834402845e-08,2.11465924658335e-08,1.22191601856113e-08,9.54378686190032e-09,1.10155894933479e-08,1.28714273560767e-08
"2297",1.42844145462747e-07,7.88813972085677e-08,1.76857715954832e-07,8.85429295243756e-08,1.14410790961502e-07,1.26812285729209e-07,1.13142697596694e-07,3.93171737308531e-08,4.71358774395305e-08,3.0103119968243e-08,4.04720367318986e-08,2.64410608644897e-08,2.81305296349823e-08,2.37115308209297e-08,2.47826379653114e-08,4.73320511930657e-08,3.04205474937106e-08,1.56943162729802e-08,1.86346620315783e-08,2.13281495124097e-08,1.94572891034624e-08,1.49366036228321e-08,2.00814393086019e-08,1.77299829579592e-08,1.66000094807552e-08,1.26418422644384e-08,1.46331506102791e-08,1.97378565506149e-08,1.1730139716084e-08,1.21244491198962e-08,1.2721236622013e-08,1.17895909025121e-08
"2298",1.35530475414747e-07,8.33444846534873e-08,1.76802458432595e-07,9.33697318828226e-08,1.11247119690239e-07,1.25612068190144e-07,1.17936633376703e-07,4.39181264246939e-08,4.77839101596968e-08,3.37187218220626e-08,4.20408499979456e-08,2.84834189136816e-08,2.84975312894823e-08,2.10862601802997e-08,2.34259569159502e-08,4.90402656164583e-08,2.90911627101835e-08,1.68877554590173e-08,2.07632134082464e-08,1.87409115539086e-08,1.99705634974405e-08,1.70150408402865e-08,1.99022381970897e-08,1.69114423995136e-08,1.51046621323808e-08,1.30764795963301e-08,1.43555107013398e-08,1.80299616914035e-08,1.26673311335264e-08,1.28270505269459e-08,1.15255671947334e-08,1.31779244569044e-08
"2299",1.32139424252607e-07,8.83325177134039e-08,1.80532248307221e-07,9.87657635440831e-08,1.1074699157476e-07,1.20829717367981e-07,1.18557910908564e-07,4.68470095087082e-08,5.04667766870563e-08,3.49288881444688e-08,4.14319022857121e-08,2.7537822466981e-08,3.05638926343255e-08,1.89612784616494e-08,2.05404176760559e-08,4.99749765406153e-08,2.64225257283991e-08,1.56231843707512e-08,2.33043689569797e-08,1.99888366091071e-08,1.74588679689997e-08,1.92581119793565e-08,2.167759234895e-08,1.74037348715798e-08,1.29870381634745e-08,1.37417107903745e-08,1.53784043734681e-08,1.6818494038167e-08,1.23044501259095e-08,1.36484292891081e-08,9.71855909238389e-09,1.46647747176172e-08
"2300",1.32348951522203e-07,9.17328005818166e-08,1.87222202040231e-07,1.01703780652886e-07,1.13160527762562e-07,1.21173874028588e-07,1.21342712328998e-07,4.6205646014135e-08,5.24899418478006e-08,3.65535678617636e-08,4.29547585053431e-08,2.85720162204566e-08,3.03647064235289e-08,1.92865181727641e-08,2.02825365885269e-08,5.07179037969897e-08,2.45783416713425e-08,1.75115828460922e-08,2.27105548430491e-08,1.93643955404463e-08,1.8989806255129e-08,2.04839332416352e-08,2.24516057161395e-08,1.76623917233425e-08,1.30647293154905e-08,1.45887018698359e-08,1.24892793367691e-08,1.69987443927174e-08,1.40501536958281e-08,1.20496954138251e-08,9.60682099233205e-09,1.71700682507398e-08
"2301",1.32637211736293e-07,9.52450318214861e-08,1.93161377121714e-07,1.03574179253496e-07,1.15918157263471e-07,1.18432590240725e-07,1.25510074427064e-07,4.64095169765137e-08,5.36418090882202e-08,3.71598953934678e-08,4.17112792163819e-08,2.65898379181052e-08,2.97137798995973e-08,2.27042770948414e-08,1.88286843261798e-08,4.82820984397215e-08,2.30640291152464e-08,1.78407932884133e-08,1.96896496516186e-08,1.90083630667592e-08,1.94590482423003e-08,1.9230372907098e-08,2.29692590720089e-08,1.70183770801305e-08,1.28952896656166e-08,1.70014887331314e-08,1.42445173314707e-08,1.72802637705595e-08,1.26990868514436e-08,1.27146612938829e-08,1.09818883648674e-08,1.75641289455487e-08
"2302",1.33200129105756e-07,9.70284947530755e-08,1.93586395137789e-07,1.07059919024523e-07,1.19989854444934e-07,1.14719259662129e-07,1.24653341800723e-07,4.24799069190773e-08,5.2933013038742e-08,3.5370921229126e-08,4.20406130499271e-08,2.46645011552526e-08,3.27073991214825e-08,2.24122546357204e-08,1.79878390138877e-08,4.77178106293871e-08,2.31759852753424e-08,1.88487492071984e-08,2.25510572956514e-08,1.96191018750895e-08,2.04077281687513e-08,2.0389084179053e-08,2.31771915366023e-08,1.68878679809454e-08,1.31508077782959e-08,1.72695322778161e-08,1.2833399489728e-08,1.69531792625331e-08,1.11310508894897e-08,1.52049267172292e-08,1.0588215843972e-08,1.80297935687848e-08
"2303",1.35505079691362e-07,9.54850821598224e-08,1.91084909788881e-07,1.08091210305729e-07,1.20307611160983e-07,1.10956465544234e-07,1.27058108353238e-07,4.33133467159444e-08,5.3099354227146e-08,3.52316798137292e-08,4.25327236506843e-08,2.50567447976572e-08,3.17769294150955e-08,2.29180485280109e-08,1.79793646702207e-08,4.40864406450719e-08,2.37038783719365e-08,2.432489674525e-08,2.45412595340639e-08,2.01367338244742e-08,2.1677150136964e-08,2.06096935097019e-08,2.27261268312169e-08,1.73223023232977e-08,1.48856214499752e-08,1.74495526971046e-08,1.18135639088246e-08,1.62514717588494e-08,1.25205194742804e-08,1.5628732810502e-08,9.59574878657833e-09,1.89190085070106e-08
"2304",1.39182574766873e-07,9.15444821130794e-08,1.83699900616605e-07,1.14036202601766e-07,1.20672643052641e-07,1.09658167969624e-07,1.26806189545067e-07,4.04336990818168e-08,5.43709780366067e-08,3.51198079244914e-08,4.05635530129197e-08,2.33596686611768e-08,3.11257516040554e-08,2.16313343733692e-08,1.90029338142902e-08,4.12332014625446e-08,2.21436621592235e-08,2.49125025828384e-08,2.6462728402201e-08,2.2195782864836e-08,2.26528996420648e-08,2.10172867300313e-08,2.16440184475254e-08,1.48701723171392e-08,1.43325708587046e-08,1.72216498913743e-08,1.11905478817009e-08,1.61575951574954e-08,1.25336315654186e-08,1.47685774931458e-08,9.21577750699777e-09,1.98891334321697e-08
"2305",1.36482707244963e-07,9.40555155578803e-08,1.76594444118143e-07,1.16431080554013e-07,1.20152997529103e-07,1.0888219395028e-07,1.27106702975693e-07,3.92849275278314e-08,5.31161082262593e-08,3.23298718455372e-08,3.82874107825863e-08,2.37117575210383e-08,2.95955081377422e-08,1.93332135464063e-08,2.01664200050512e-08,3.76381708922947e-08,2.15555692596865e-08,2.49345156792114e-08,2.62532630036417e-08,2.02895368642596e-08,2.45850709440682e-08,1.99236860306581e-08,2.30780874539312e-08,1.55102452172762e-08,1.49484402781966e-08,1.74579758060282e-08,1.10914636804682e-08,1.60677818320447e-08,1.4971359895487e-08,1.46273169748018e-08,9.07174479204723e-09,1.70763517050321e-08
"2306",1.29804825141933e-07,9.35631574329114e-08,1.71039727544791e-07,1.16008571046888e-07,1.20259816104205e-07,1.10917782338413e-07,1.32911236885638e-07,4.09353046529603e-08,4.83907360040737e-08,3.10973046458229e-08,3.47432097105825e-08,2.55436993740005e-08,2.70080850243161e-08,1.93766678529833e-08,2.01895121711896e-08,3.42138412617134e-08,2.22456212627766e-08,2.3589534251978e-08,2.72902030932666e-08,2.19954371339039e-08,2.78438300031458e-08,2.05998352406694e-08,2.5527962991252e-08,1.55743077903393e-08,1.42401343392584e-08,1.68664283971887e-08,1.01701886410293e-08,1.47076232288953e-08,1.48150331769668e-08,1.35294903905763e-08,9.68815550228617e-09,1.56097994414958e-08
"2307",1.29783203780042e-07,9.80293926286741e-08,1.63967805960397e-07,1.16806697465155e-07,1.22459933783417e-07,1.11212048399014e-07,1.37675575710835e-07,4.45507530493767e-08,4.42031673783407e-08,2.88243288761969e-08,3.25725050008166e-08,2.44835104007895e-08,2.59724675004388e-08,1.81430574976363e-08,2.08464377435825e-08,3.33851244866438e-08,2.18573858542183e-08,2.30917943788446e-08,2.77934361692211e-08,2.3359312376899e-08,2.80776938202269e-08,2.19442022916598e-08,2.60226580874637e-08,1.77832910255418e-08,1.43008153861165e-08,1.61628123017643e-08,1.01642749676305e-08,1.44696015570109e-08,1.5434651055797e-08,1.19393101371029e-08,1.03086692252555e-08,1.43140012949507e-08
"2308",1.28917289057323e-07,1.04285988899236e-07,1.57900008864532e-07,1.17997050677323e-07,1.24623222497458e-07,1.11956773843922e-07,1.39421756451734e-07,4.83349763812543e-08,4.18793074062858e-08,3.16819269110581e-08,3.17214290211901e-08,2.65301738815015e-08,2.68212625615896e-08,1.83221122377786e-08,2.20240961812054e-08,3.21126980170216e-08,2.03537959306158e-08,2.0771601513681e-08,2.49081663268785e-08,2.31655354265253e-08,2.66025314373208e-08,2.21428532500503e-08,2.81546668532956e-08,1.65390586560479e-08,1.27749104598835e-08,1.67665912271336e-08,1.17261229552522e-08,1.50778128163201e-08,1.64836817396834e-08,1.12000608672579e-08,1.20047998993815e-08,1.55785319840511e-08
"2309",1.27871046683232e-07,1.10585927708789e-07,1.50287510116427e-07,1.20610616230485e-07,1.20427307727138e-07,1.16763228821661e-07,1.41077406563855e-07,4.95768642741569e-08,4.06313582638497e-08,3.38304391311139e-08,2.95744821544912e-08,2.88221891822002e-08,2.79696889922823e-08,1.87593214444873e-08,2.20160232759412e-08,3.07398226168595e-08,2.38745309081495e-08,2.04930920685176e-08,2.52635436779841e-08,2.55123817602285e-08,2.71228154187199e-08,2.11648458313241e-08,3.06260645984434e-08,1.56039345724924e-08,1.47010412297945e-08,1.5447390347404e-08,1.31046859328851e-08,1.57542674794758e-08,1.63264572968948e-08,1.09138979466486e-08,1.1275604381309e-08,1.2220463046142e-08
"2310",1.25624194093954e-07,1.14292203913164e-07,1.4568527614763e-07,1.28169796928973e-07,1.21154295951752e-07,1.1487417180372e-07,1.42694933245592e-07,5.18714889979137e-08,3.75240660889302e-08,3.83531992258183e-08,2.93314213118695e-08,3.10139084712923e-08,2.87265425349063e-08,1.75674827364678e-08,2.23751908455285e-08,3.26437669085355e-08,2.55413085087602e-08,1.85913835912502e-08,2.30729331042466e-08,2.25351899293221e-08,2.6309728171347e-08,2.12074655442281e-08,3.02338615117797e-08,1.63225854426367e-08,1.45065297456176e-08,1.36296748466814e-08,1.55522246422546e-08,1.64664245754421e-08,1.79098220541031e-08,1.14400223699453e-08,1.14932909789949e-08,1.47283702043918e-08
"2311",1.21099924856633e-07,1.13864454565517e-07,1.44543930076726e-07,1.29197203883343e-07,1.23887629510665e-07,1.12748980888947e-07,1.47241782896155e-07,5.49110832838547e-08,3.70931448648582e-08,3.91739824750796e-08,3.23842356701817e-08,3.27846776747175e-08,2.94692036350401e-08,1.73154650271645e-08,2.01421298290194e-08,3.09462992276647e-08,2.53282902828138e-08,2.00000278937899e-08,2.16598314515399e-08,2.19611192000762e-08,2.46763407924748e-08,2.40509338600824e-08,2.94490901356161e-08,1.71458199224501e-08,1.48905747958735e-08,1.39078973378642e-08,1.68051481408744e-08,1.66474560932512e-08,1.79692497647344e-08,9.81264418810965e-09,1.17512063183392e-08,1.68582151597178e-08
"2312",1.19223216633853e-07,1.13473637332838e-07,1.45051990042203e-07,1.32184085823753e-07,1.27159542956872e-07,1.12259043163696e-07,1.47349413056113e-07,5.61444331317899e-08,3.6444826501265e-08,4.15787842277285e-08,3.48554469871307e-08,3.43219456942192e-08,3.17017037684258e-08,1.82989719876736e-08,2.16368741623948e-08,2.77461045644579e-08,2.27061779837483e-08,2.15369547661878e-08,1.92250256375028e-08,2.08898889440394e-08,2.45702551780542e-08,2.26034797310258e-08,2.92131525970283e-08,1.64904691714165e-08,1.46397929746628e-08,1.40587561191155e-08,1.7569202517072e-08,1.66708889460823e-08,1.76025938163438e-08,1.05616126462074e-08,1.14985061187434e-08,1.7346552316798e-08
"2313",1.19076438862427e-07,1.12477384001448e-07,1.48407830829028e-07,1.31977828068715e-07,1.30633437525914e-07,1.08989551348758e-07,1.41068542383023e-07,5.01091528730658e-08,3.74895009851079e-08,4.29680604039108e-08,3.16093656514446e-08,3.46422017512503e-08,3.08309115828263e-08,1.86505214134372e-08,2.18293544186024e-08,2.81875760528848e-08,2.45694716621698e-08,2.12613699776732e-08,1.84795993650979e-08,1.86646937688703e-08,2.46413862058973e-08,1.99330366754969e-08,2.73506882838944e-08,1.61594942815582e-08,1.43582938562962e-08,1.33168185616641e-08,1.94188281394596e-08,1.94073733689341e-08,1.85436787804996e-08,9.25573654159455e-09,1.04311279026656e-08,1.63286771349164e-08
"2314",1.24405231858169e-07,1.0855917138657e-07,1.52030038459826e-07,1.32164240672643e-07,1.30892386935903e-07,1.06708270926143e-07,1.37238771424161e-07,4.53156736641745e-08,3.9547024326877e-08,4.14104596543913e-08,3.21206103481553e-08,3.55861526329215e-08,3.34210566213186e-08,1.94791626502498e-08,2.40190748000029e-08,2.73341803308699e-08,2.49692431010454e-08,2.2670908562253e-08,2.01169798759461e-08,1.95829341361172e-08,2.34845221553766e-08,1.68829673848004e-08,2.6993039162764e-08,1.61191993094663e-08,1.53194682057259e-08,1.25642395643675e-08,2.07576932064559e-08,1.89659731842378e-08,1.99565986224913e-08,8.47413222308992e-09,1.05303443520082e-08,1.6409742427174e-08
"2315",1.28249599193059e-07,1.01405070905011e-07,1.53219915710006e-07,1.30719872533482e-07,1.30040481469266e-07,1.05582965969257e-07,1.32463258048351e-07,4.19870907807348e-08,3.82123992730664e-08,3.92756697383173e-08,3.24858211550721e-08,3.44621439829417e-08,3.65417511004824e-08,1.87148562787867e-08,2.19291423374081e-08,2.67469844389237e-08,2.56444803905595e-08,2.28815693084817e-08,2.23366741947891e-08,2.08943006566458e-08,2.44549133401731e-08,1.79429737222376e-08,2.45888449293726e-08,1.59040537112931e-08,1.4492281965229e-08,1.30828828781138e-08,1.78250819079843e-08,2.01140868612496e-08,1.93204045411087e-08,8.93087477022079e-09,1.22845775297764e-08,1.51110976975153e-08
"2316",1.35468233890112e-07,9.98063778646282e-08,1.55484966571929e-07,1.21057421575469e-07,1.33534614963693e-07,1.0226168183648e-07,1.31439771222481e-07,4.22981352326179e-08,3.49176507877567e-08,3.76953876588656e-08,3.18147908881536e-08,3.27172009490083e-08,3.68733107144001e-08,2.19566204155271e-08,2.12903067144056e-08,2.68108131317832e-08,2.43483884608864e-08,2.25358323672926e-08,2.03810852550238e-08,1.82360621525322e-08,2.58962040026259e-08,1.90615205248371e-08,2.34295157470875e-08,1.65002803713332e-08,1.27013146744638e-08,1.25915798790466e-08,1.57080850174259e-08,1.84769179509006e-08,1.80808252352089e-08,1.29973561431107e-08,1.18658146873863e-08,1.54454026253418e-08
"2317",1.43467848362935e-07,1.01061710991588e-07,1.61284633480705e-07,1.14320705735403e-07,1.35785943367562e-07,1.00897064801717e-07,1.30244268982027e-07,4.2196734521911e-08,3.41306311733488e-08,3.56973614586282e-08,3.19092396726331e-08,3.23476228785033e-08,3.77635090220773e-08,2.0853347708433e-08,1.99276944651862e-08,2.48103451530821e-08,2.51448931200313e-08,2.12775817059397e-08,2.20701838445565e-08,1.70141817724619e-08,2.6264061093073e-08,1.82050922083711e-08,2.66785520649805e-08,1.7594206555593e-08,1.29643129742314e-08,1.31353656408579e-08,1.50040408233452e-08,1.90336480975453e-08,1.73782977145966e-08,1.51658188957829e-08,1.31647463349069e-08,1.31380682063324e-08
"2318",1.48266358335464e-07,1.11753928268502e-07,1.57972104482177e-07,1.10923425869547e-07,1.34170857201172e-07,9.6952507985217e-08,1.27950744871253e-07,4.12409534077963e-08,3.59015169590708e-08,3.59278272669269e-08,3.59918018595394e-08,3.28137478969849e-08,3.50423737153889e-08,1.89368725316833e-08,2.08785170856932e-08,2.53142789388685e-08,2.63866672212554e-08,2.09559320117762e-08,2.30628604512012e-08,1.79928636404666e-08,2.69907513895983e-08,1.76101607973933e-08,2.82207293641002e-08,1.79658463412937e-08,1.43020603775618e-08,1.23981594312761e-08,1.50072196017823e-08,2.00299441266794e-08,1.60763521336604e-08,1.68627445869106e-08,1.45089930697128e-08,1.19304303531721e-08
"2319",1.58888058359411e-07,1.17446429648889e-07,1.53642586962317e-07,1.10615832292379e-07,1.33660205136016e-07,9.84647063460482e-08,1.25157954974662e-07,3.99610579597943e-08,3.58123242367139e-08,3.33999377283675e-08,3.84721824126543e-08,3.39168435339195e-08,3.38144877669965e-08,2.01525864686291e-08,1.9855296835733e-08,2.7068091572828e-08,2.67000742120259e-08,2.15649964491812e-08,2.18744518008416e-08,1.97752495120556e-08,2.55278946807324e-08,1.7504885755456e-08,2.78651455991231e-08,1.68902601545321e-08,1.34419125790142e-08,1.14344767781894e-08,1.3420870064534e-08,1.78211068560606e-08,1.55967281174676e-08,1.85736182231406e-08,1.30195156301906e-08,1.12041429609936e-08
"2320",1.71110087656751e-07,1.19340515140383e-07,1.51384388022686e-07,1.08060722099086e-07,1.32198172957995e-07,1.01253370277619e-07,1.253526152737e-07,4.17427738012704e-08,3.73886238721759e-08,3.3048157389726e-08,4.28871065853056e-08,3.16671036333765e-08,3.20366483675111e-08,2.02027103394655e-08,1.80571092069877e-08,2.88257351438643e-08,2.65597850429033e-08,2.21551225361554e-08,2.10171171044255e-08,2.06273619405076e-08,2.48017105515141e-08,1.77650586941701e-08,2.59791741904305e-08,1.6610460105295e-08,1.1715244591495e-08,1.02273507243369e-08,1.37869962010363e-08,1.55947363556509e-08,1.66015106060876e-08,1.89493723061565e-08,1.30112482741957e-08,1.03873493476382e-08
"2321",1.73017327451614e-07,1.21080548640483e-07,1.52397624861481e-07,1.06109243814294e-07,1.30657298614034e-07,1.00095908357504e-07,1.25997443671712e-07,4.09408397559879e-08,3.93925204719853e-08,3.01223894926309e-08,4.36854127195251e-08,3.00401277111957e-08,3.10824373085105e-08,2.07000319687261e-08,1.79355511364698e-08,3.11925396240796e-08,2.99549451970354e-08,2.39194096732521e-08,1.78496381621701e-08,2.12586001607323e-08,2.39514241559805e-08,1.58402161260732e-08,2.48551685819156e-08,1.71403840984494e-08,1.19729885359195e-08,1.22371871893105e-08,1.45230797816425e-08,1.47780035845884e-08,1.56204124966882e-08,1.79056177806239e-08,1.29039361943538e-08,1.04641396564977e-08
"2322",1.8023387118784e-07,1.23846558312524e-07,1.57779023643267e-07,1.08344886920384e-07,1.30408547620653e-07,9.85814921123498e-08,1.2725390287615e-07,4.00407570444279e-08,4.24640015079758e-08,2.99984007250621e-08,4.75818076742727e-08,3.05346082331934e-08,2.90099289319624e-08,2.11169987214841e-08,1.78233039147726e-08,3.28089813092178e-08,3.31967390869563e-08,2.50022309654409e-08,1.49781141614319e-08,2.14718592339758e-08,2.20533631368908e-08,1.27601825044084e-08,2.36028777398047e-08,1.75870957990552e-08,1.23806413269199e-08,1.04569295568429e-08,1.42369099460089e-08,1.38401414301071e-08,1.63684867431149e-08,1.8237691749971e-08,1.22721908062421e-08,1.09211460079089e-08
"2323",1.84006053120826e-07,1.27101926916834e-07,1.65621272395174e-07,1.09897728018986e-07,1.27650915690392e-07,1.02199807582778e-07,1.27818187405082e-07,4.13271245864737e-08,4.74898188846186e-08,3.08971961778587e-08,5.01100625963019e-08,3.05839794638268e-08,2.73971323713614e-08,2.13225148051439e-08,1.89894026078099e-08,3.38027301591898e-08,3.2060974350428e-08,2.32761790758513e-08,1.44419951219599e-08,2.1889051539038e-08,1.98588104687451e-08,1.48435861512177e-08,2.21093900256049e-08,1.58927956984855e-08,1.4938842786578e-08,1.13194939742316e-08,1.56211922701734e-08,1.46682787757607e-08,1.82455647957351e-08,1.74916556116617e-08,1.28938493658477e-08,1.10337730203307e-08
"2324",1.81852434348449e-07,1.29535177560304e-07,1.68386940030928e-07,1.0855464558161e-07,1.24254082572813e-07,1.0218074793431e-07,1.2740386963074e-07,3.98778988644325e-08,5.1367842251127e-08,3.218913321062e-08,5.23767399489051e-08,3.0881137693905e-08,2.69102899943203e-08,2.07063329905967e-08,2.0488138205725e-08,3.57827671720477e-08,3.107919899521e-08,2.49474984030951e-08,1.66934058111362e-08,2.01324259168703e-08,1.91138545855838e-08,1.79674909348187e-08,2.18283323987457e-08,1.49943968228293e-08,1.65225128586525e-08,1.21780903624165e-08,1.71846316925597e-08,1.65160959250596e-08,2.04112090549657e-08,1.59736586835245e-08,1.08950177520365e-08,1.10887490616114e-08
"2325",1.85158783877064e-07,1.2770503373598e-07,1.71718141106355e-07,1.12277271651287e-07,1.23126547770405e-07,1.03016708646231e-07,1.23863898694246e-07,4.07858568712166e-08,5.059610118632e-08,3.1778354031379e-08,5.22094307356509e-08,2.95735939763024e-08,2.7491719795325e-08,2.47150064610435e-08,2.24308520665937e-08,3.43777563292515e-08,3.38810743043135e-08,2.52432222563881e-08,1.90574720487954e-08,2.01373504261891e-08,1.6940560944337e-08,1.84016090732131e-08,2.00929174067844e-08,1.70135331341306e-08,1.95777607713761e-08,1.24585004880597e-08,1.54656960021847e-08,1.68236411269684e-08,1.82985509768771e-08,1.6239186988384e-08,9.88371813197603e-09,1.10250023564948e-08
"2326",1.81352730150672e-07,1.25019489320797e-07,1.77955820875813e-07,1.12884953283768e-07,1.21790674232902e-07,1.0078481390102e-07,1.25121515412576e-07,3.94289910392477e-08,4.59329205105811e-08,3.09145356582041e-08,5.32824683150764e-08,2.69227235262458e-08,2.49558464373027e-08,2.6261001768983e-08,2.39140955049924e-08,3.05270149005243e-08,3.30748214172659e-08,2.57522646871479e-08,2.05153866019212e-08,1.83260818507034e-08,1.83057543308597e-08,2.06830048029289e-08,2.11486342114984e-08,1.65887373606114e-08,1.91667497797667e-08,1.13547150936884e-08,1.68991102949986e-08,1.65548391687752e-08,1.76402921008311e-08,1.47082318241942e-08,9.26664300761782e-09,1.06546114191908e-08
"2327",1.78969123407267e-07,1.25961678700039e-07,1.79833040901297e-07,1.13725529129319e-07,1.23131131956241e-07,1.00537172959676e-07,1.24915862225065e-07,3.89587038214854e-08,4.44828595257073e-08,3.21371236027375e-08,5.45985863016389e-08,2.64345492202969e-08,2.5433110341031e-08,2.79163951996209e-08,2.39341611198211e-08,3.05897873612795e-08,3.16972705183937e-08,2.21754804811535e-08,1.91531872262473e-08,1.70458132328248e-08,2.15039205994718e-08,2.09337048526105e-08,2.13735909054831e-08,1.52162894191857e-08,1.66267297001131e-08,1.41189580186088e-08,1.54312367347769e-08,1.83452408185595e-08,1.58557532653471e-08,1.2732572164892e-08,9.25567506377205e-09,1.01866029116537e-08
"2328",1.83411464192162e-07,1.27385902814798e-07,1.84468508917013e-07,1.17094811769741e-07,1.23097393125879e-07,1.02073220655331e-07,1.23833123264525e-07,4.14941306657239e-08,4.26002736650809e-08,3.21830537927149e-08,5.72093382631406e-08,2.39729422872566e-08,2.60645927330702e-08,2.73787655628056e-08,2.41998671035487e-08,3.27704917083688e-08,3.26683943350153e-08,2.31488991858563e-08,1.6331653969064e-08,1.78234725612811e-08,2.17443479958961e-08,2.06197320371214e-08,2.03215570785249e-08,1.62196664898449e-08,1.54026123383649e-08,1.40234183531066e-08,1.66460496664327e-08,1.6500217043636e-08,1.54345160904172e-08,1.12744955761973e-08,1.00010127784161e-08,1.03851055944016e-08
