"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"1070",1.79961733226798e-07,2.50040298846979e-07,2.69223941209902e-07,1.12565639063622e-07,6.9335665011061e-08,8.82899378675253e-08,9.74870706728485e-08,2.58014112964424e-07,1.02855613132099e-07,1.81457771124328e-07,7.40839587795324e-08,7.73716890502054e-08,5.1403902242137e-08,3.96645525504189e-08,8.83890480329224e-08,6.23999796653451e-08,3.97729559418435e-08,4.06171343678831e-08,1.64461617202764e-08,2.83098030497489e-08,3.89949436764386e-08,3.7716570818377e-08,3.77633556788485e-08,2.48558889009723e-08,2.61309698212551e-08,1.82744546031644e-08,1.45672042537577e-08,2.01560631392898e-08,1.52958238257227e-08,1.5430954588788e-08,1.23739841601919e-08,1.88221133108843e-08
"1071",1.72421887962613e-07,2.44990563703974e-07,2.67540477012237e-07,1.08002582497398e-07,6.95820984033352e-08,8.97753422981765e-08,9.80306596918292e-08,2.55760350190351e-07,1.02624369033854e-07,1.8616133372585e-07,7.38007254655154e-08,7.36888759967523e-08,5.37312600915021e-08,4.29451084060285e-08,8.76482449538169e-08,6.44914187775785e-08,4.13087597648603e-08,3.94162782692613e-08,1.9025833720712e-08,2.99917368204152e-08,4.14634521389646e-08,3.8982714017108e-08,3.6984383187269e-08,2.51794889498375e-08,2.3578186531604e-08,1.47396670654856e-08,1.23039017332531e-08,2.06186927647459e-08,1.56817235878463e-08,1.73322797369678e-08,1.18441813636629e-08,1.68163000918544e-08
"1072",1.69229058705594e-07,2.40884988437845e-07,2.64550600560697e-07,1.10267791595761e-07,6.80261353586706e-08,9.08935500252301e-08,1.04469960712032e-07,2.51016844597439e-07,1.05544046332543e-07,1.89411337980646e-07,7.63369007554845e-08,7.30104730894851e-08,5.70660026190233e-08,4.30544802042704e-08,8.61763206071392e-08,6.3664318833994e-08,4.20604261303475e-08,4.03005376799326e-08,2.13275389979357e-08,3.17289052329137e-08,4.10889599004364e-08,4.05133843269725e-08,3.91941265116168e-08,2.68759921518548e-08,2.25528510975511e-08,1.61198270240821e-08,1.12847176587411e-08,1.96121669733038e-08,1.47835330752992e-08,1.60880314243941e-08,1.38419580922879e-08,1.6351499865357e-08
"1073",1.62448155435124e-07,2.41264204120444e-07,2.5894106599277e-07,1.15573396128259e-07,6.46880002263444e-08,9.02003054505762e-08,1.07982810422622e-07,2.49922578496471e-07,1.10495214060835e-07,1.91385647163702e-07,7.63706832388026e-08,7.39903214694005e-08,6.27950868477513e-08,4.21049560109456e-08,8.219372062153e-08,6.13437307954384e-08,4.26003769610044e-08,3.86008639836674e-08,2.33457615257293e-08,3.13479387976252e-08,4.33236647051103e-08,3.89552038937204e-08,4.07017869844748e-08,2.60903891931294e-08,2.16470727243869e-08,1.58310275556224e-08,1.24117909871129e-08,1.6452676511075e-08,1.46293954543403e-08,1.6416899063596e-08,1.23591063947981e-08,1.46798689646871e-08
"1074",1.51797926199884e-07,2.3980474649892e-07,2.57941457127714e-07,1.21465701916284e-07,6.23981957571484e-08,9.0920459568529e-08,1.11697065221448e-07,2.47674334828017e-07,1.18074766893406e-07,1.88270882905762e-07,8.20711732335562e-08,7.42134164338992e-08,6.87140681108864e-08,4.72083593759136e-08,7.89191318722947e-08,6.23925975669572e-08,4.41267294776891e-08,3.7884349161878e-08,2.52372195068329e-08,3.06368122474737e-08,4.56229825963202e-08,3.64257912707746e-08,3.92261653231533e-08,2.7659375568077e-08,2.15333710138892e-08,1.57220080508393e-08,1.41961432376032e-08,1.65954668154827e-08,1.52260763758636e-08,1.59795908032638e-08,1.55038857497296e-08,1.44209668152577e-08
"1075",1.45240427917835e-07,2.39767343482669e-07,2.5152289341195e-07,1.25538198075219e-07,6.17672495054263e-08,9.00528468159813e-08,1.12556788286094e-07,2.45206533596366e-07,1.20837076030872e-07,1.87651622533171e-07,9.3951599060923e-08,7.46581448272463e-08,7.28703336574873e-08,4.93575459056835e-08,7.69738969362204e-08,6.26629154448136e-08,4.01256851762486e-08,4.02823237188001e-08,2.48376785668268e-08,2.92160082650056e-08,4.82986586993892e-08,3.3853164289441e-08,4.1158819764459e-08,2.74753107579097e-08,2.0612806319629e-08,1.54721838790279e-08,1.5802061490372e-08,1.52199651025688e-08,1.34187846267724e-08,1.55957012709605e-08,1.7191878884158e-08,1.60393709030354e-08
"1076",1.4262851660407e-07,2.40218323960313e-07,2.55604496400907e-07,1.2224715580136e-07,6.26127730662908e-08,8.8300569555566e-08,1.1344894502974e-07,2.44120839820524e-07,1.14656799255939e-07,1.84051105497262e-07,9.73815770580767e-08,7.72681029784784e-08,7.06520681997192e-08,4.45864687954782e-08,7.77643333550327e-08,6.63249151123047e-08,3.56747869218588e-08,3.904002212945e-08,2.65871038154826e-08,2.94475806167908e-08,5.2675124374196e-08,3.19389642179571e-08,4.07052894241054e-08,2.90177355800035e-08,1.93788651972579e-08,1.52340315249391e-08,1.58868033460372e-08,1.43528994470349e-08,1.33139390209167e-08,1.63517878637748e-08,1.63724416182309e-08,1.6571350899711e-08
"1077",1.39921245072563e-07,2.43033032673448e-07,2.61125385041749e-07,1.24689121818939e-07,6.41016787280005e-08,8.8359331692862e-08,1.14008131373742e-07,2.42837941430582e-07,1.16916637989202e-07,1.82163311532142e-07,9.79972212691269e-08,7.91413604969855e-08,6.31593898054053e-08,4.57875505466094e-08,7.88378983944346e-08,6.48283159527327e-08,3.72702228421393e-08,3.99530986844643e-08,2.59737010968433e-08,3.08104292283111e-08,5.4535704119085e-08,2.84553092762856e-08,4.27070951256277e-08,3.0297080906384e-08,1.96663967906209e-08,1.51043522786258e-08,1.5781512958332e-08,1.42882888613273e-08,1.20099740716089e-08,1.43173826333134e-08,1.73387839124549e-08,1.9307395448758e-08
"1078",1.37268400542598e-07,2.46654577479573e-07,2.57772241594322e-07,1.30017711542242e-07,6.69638577899307e-08,8.75311194193629e-08,1.16539129823553e-07,2.35595549357721e-07,1.20726653479326e-07,1.80873967029936e-07,9.88179570332088e-08,8.32251382595234e-08,5.40721658965315e-08,4.47587065544056e-08,7.78055144196757e-08,6.72692966377422e-08,3.84125689916499e-08,3.92877591003085e-08,2.55784243853683e-08,3.20778447107797e-08,6.01959262542854e-08,2.67216452312564e-08,4.40898551968272e-08,2.97138796726263e-08,2.03361806875121e-08,1.50472967663944e-08,1.69354586241095e-08,1.45532678228919e-08,1.03657624223517e-08,1.29195402690596e-08,1.50911077452907e-08,1.85187836212741e-08
"1079",1.34974141027889e-07,2.53524079800756e-07,2.54861788837687e-07,1.32131096087646e-07,6.72935013217177e-08,8.75503631050399e-08,1.12126516849455e-07,2.30874257307926e-07,1.1826046998292e-07,1.76782588340897e-07,1.02563881300862e-07,8.19052635035832e-08,4.64748728779618e-08,4.26848974729325e-08,7.61676930257935e-08,6.8913231793072e-08,3.83435064980238e-08,3.95583534198158e-08,2.76268097224417e-08,3.24879336395205e-08,6.20747342455992e-08,2.90574779579086e-08,4.428747945029e-08,3.18529257400942e-08,2.25561140808867e-08,1.6111026348687e-08,1.86440591934719e-08,1.57032699927555e-08,1.14964839697424e-08,1.36734664742473e-08,1.441754004381e-08,1.67410955320948e-08
"1080",1.4118846184078e-07,2.49749371549113e-07,2.55845391570408e-07,1.34647651204562e-07,7.33057885868018e-08,9.03722646285834e-08,1.09534074674286e-07,2.24637923915904e-07,1.14578615051324e-07,1.70961986250308e-07,1.03004181804379e-07,7.8910818762263e-08,4.35016142468353e-08,3.90794967730534e-08,7.09574387072291e-08,7.11477107188929e-08,3.50614431428381e-08,4.51499623582898e-08,2.62457574203342e-08,3.11784314568369e-08,6.49037043623022e-08,3.05631223950307e-08,4.54332063743929e-08,3.20103940601648e-08,2.49564565635636e-08,1.8345367521148e-08,1.81168156286558e-08,1.48982178618336e-08,1.10276766107666e-08,1.28931831310449e-08,1.43446313270638e-08,1.82399329116476e-08
"1081",1.48082637302749e-07,2.46412010061755e-07,2.558594512231e-07,1.35861102378313e-07,7.69837778142799e-08,9.70384745972379e-08,1.03493789886631e-07,2.18086537578724e-07,1.14670356072915e-07,1.68973273506306e-07,1.06293775708987e-07,7.74019404843014e-08,3.87959052141559e-08,3.60684938736072e-08,6.88132153787455e-08,7.35240338622388e-08,3.27539098383482e-08,4.65682405173529e-08,2.59771578482293e-08,3.16099177107438e-08,6.18528109982712e-08,3.33412594771743e-08,4.43820453203147e-08,2.94418901523551e-08,2.39119906482975e-08,2.10255594427375e-08,2.0353834928994e-08,1.42738731273162e-08,1.13339836075625e-08,1.38197747132313e-08,1.39140858669001e-08,1.72338067818919e-08
"1082",1.45734142753242e-07,2.44925744702864e-07,2.60185183049353e-07,1.37336597758532e-07,7.85352028307824e-08,9.90398934100921e-08,1.06633556799661e-07,2.15789741778223e-07,1.24001726305588e-07,1.61501670005099e-07,1.09421458032726e-07,7.08600972843325e-08,3.59644105220461e-08,3.61831442518354e-08,6.53368996285201e-08,7.58376872340618e-08,3.13148888558701e-08,4.98787235830049e-08,2.81412694361759e-08,3.08589850562822e-08,5.62256639923522e-08,3.27067768897443e-08,4.24195969301047e-08,2.89501258491993e-08,2.69215178883395e-08,2.08834870118661e-08,1.81901433378093e-08,1.53223455453136e-08,1.23628308323825e-08,1.35956608244633e-08,1.35441850610165e-08,1.74555603064675e-08
"1083",1.4854511767246e-07,2.46353991099422e-07,2.56382185656748e-07,1.39846734965106e-07,7.67505285113182e-08,9.67879740007883e-08,1.0974257390199e-07,2.17704871428345e-07,1.36823284730371e-07,1.58250645521072e-07,1.11049819161811e-07,7.06128388343834e-08,3.53414412726789e-08,3.54163549576499e-08,6.07597735717905e-08,7.61080732221233e-08,3.18114253618101e-08,5.1733738655707e-08,3.19613470366283e-08,2.93592809675111e-08,5.38661184149639e-08,3.01544496963142e-08,4.19676450087893e-08,2.71494952768052e-08,2.80913347843866e-08,2.13481209255367e-08,1.71917000766585e-08,1.71564780230752e-08,1.4865478532588e-08,1.2779226517844e-08,1.29676719075518e-08,1.82440188721183e-08
"1084",1.48266638902241e-07,2.44104658240074e-07,2.52410796845115e-07,1.40176238651652e-07,7.63747321642076e-08,9.88079192260918e-08,1.08478508177689e-07,2.15048766997249e-07,1.31991989402904e-07,1.532118636396e-07,1.08576835082393e-07,6.655379697426e-08,3.28158812443875e-08,3.10319830581672e-08,5.99129340064879e-08,7.69988404897736e-08,3.41297388012105e-08,4.91249699398511e-08,3.18945147755589e-08,2.65492577506867e-08,4.81514832942485e-08,3.09446081922952e-08,4.33338842940555e-08,2.34118812651395e-08,2.73860020815975e-08,1.90011994588061e-08,1.48848877706025e-08,1.79447607055601e-08,1.49969849132744e-08,1.36500518802881e-08,1.26447738008164e-08,1.71268279788928e-08
"1085",1.48233561555816e-07,2.41918989552496e-07,2.521406416913e-07,1.40830529700158e-07,7.62934752231115e-08,9.51712873343899e-08,1.04082247125195e-07,2.13018510860704e-07,1.27311124700043e-07,1.45904046679113e-07,1.06766468528319e-07,6.62427734143929e-08,3.33337417419073e-08,2.76060193295365e-08,5.47482156236175e-08,7.54785609836486e-08,3.75839288454773e-08,5.25396764700782e-08,3.35736936748558e-08,2.70808379782578e-08,4.64570954942721e-08,3.00150964955054e-08,4.17270052257727e-08,2.30527428470745e-08,2.71215970234041e-08,1.92452271155479e-08,1.66947909358019e-08,1.90650653795481e-08,1.31375995949848e-08,1.50976312140079e-08,1.02463635356772e-08,1.684471074873e-08
"1086",1.43580718900941e-07,2.3642541593465e-07,2.51026389361236e-07,1.38361681634852e-07,7.64214680238347e-08,9.13936758616571e-08,1.01484655527056e-07,2.18933508897072e-07,1.31773874781074e-07,1.42459573924871e-07,1.05040907626522e-07,6.67461408434996e-08,3.24205306030655e-08,2.75396964412439e-08,5.35768940277993e-08,7.48413229522125e-08,4.10880048501022e-08,5.33374302488092e-08,3.11413331846469e-08,2.61853008031085e-08,4.62645029828266e-08,2.83511686190258e-08,3.86660865394881e-08,2.1460839695782e-08,2.59502586986664e-08,1.79377041928331e-08,1.74892441706572e-08,2.2208233210544e-08,1.38899129812944e-08,1.53244576008229e-08,9.54070361006031e-09,1.5968063280819e-08
"1087",1.4425054402605e-07,2.36723549703948e-07,2.4459364564592e-07,1.38019888439397e-07,7.9502400449731e-08,8.8942156301111e-08,9.76472151652827e-08,2.18394949314386e-07,1.29688007514372e-07,1.40809396205818e-07,1.06217399102048e-07,6.51012605746341e-08,3.32168869014791e-08,2.83333809059875e-08,5.43016385199038e-08,7.26294744279362e-08,4.76166295683143e-08,5.35759377704071e-08,3.43842238326371e-08,2.3256738501725e-08,4.32966843280761e-08,2.81445044501513e-08,3.52327187323855e-08,2.12555546206922e-08,2.43966486174091e-08,1.53209823206278e-08,1.75729192740992e-08,2.31180798240718e-08,1.46086414598048e-08,1.54335627993111e-08,1.09206896914294e-08,1.80326820434661e-08
"1088",1.50819947199478e-07,2.37485280181117e-07,2.33861785073989e-07,1.37815064126263e-07,8.25041821820775e-08,8.75775392663479e-08,1.01820441689869e-07,2.14489411927363e-07,1.31817033928474e-07,1.34981692259805e-07,1.02689958298142e-07,6.70926628146435e-08,3.80178084084088e-08,3.13361095023154e-08,5.4294200349706e-08,7.15052358555606e-08,5.01405350579003e-08,5.08477865713373e-08,3.74502759453159e-08,2.41062142831134e-08,4.27191453561998e-08,3.10020080569736e-08,3.62053890311144e-08,2.269671281608e-08,2.16578322762772e-08,1.56748296365719e-08,1.79088265599892e-08,2.21773261385754e-08,1.40062214422461e-08,1.48449159606089e-08,1.12262445453008e-08,1.93383287954065e-08
"1089",1.58612314376941e-07,2.38596618422671e-07,2.28282120073383e-07,1.37014386582371e-07,8.35415856232199e-08,8.66525894851541e-08,1.00724224795941e-07,2.14694552398302e-07,1.32249751107479e-07,1.32952924477055e-07,9.73176782642223e-08,7.1269643968125e-08,3.86714790297986e-08,3.74351122300588e-08,5.45321061985912e-08,7.26629364477966e-08,5.12219903299675e-08,5.10981886694414e-08,3.63217506741004e-08,2.3680889894155e-08,4.27587819903682e-08,3.3337948524271e-08,3.41928841244645e-08,2.35470935337861e-08,2.19503376923714e-08,1.49175643128819e-08,1.77337533942962e-08,1.97830801774897e-08,1.20163051748784e-08,1.38150490570032e-08,1.16220575018358e-08,1.84683114343956e-08
"1090",1.61411921911661e-07,2.39640228165898e-07,2.27625952367204e-07,1.41184800355819e-07,8.20985412546821e-08,8.75499737955577e-08,1.08482903004077e-07,2.12770771578686e-07,1.36660920058336e-07,1.29202412765492e-07,9.37138369411923e-08,7.19173653261195e-08,4.06302314216475e-08,4.23286128039616e-08,5.8871780389132e-08,6.95746342774423e-08,5.27935177908229e-08,4.91583262430342e-08,3.74785022662365e-08,2.37041806225668e-08,3.88106531386123e-08,3.39057645155709e-08,3.15285808766256e-08,2.44281943638413e-08,1.93466940449603e-08,1.53278624207739e-08,1.85661709395786e-08,1.95491432532735e-08,1.33430046334234e-08,1.35880529473553e-08,1.36161595092935e-08,1.97035793308282e-08
"1091",1.65116088551061e-07,2.39371772389411e-07,2.2836296961695e-07,1.41989181793302e-07,7.8216090536727e-08,9.25523552586982e-08,1.17037280017511e-07,2.11228884301172e-07,1.40272443730397e-07,1.29475424561829e-07,9.29080571621321e-08,7.14561620235904e-08,4.39864716668848e-08,4.47512219849777e-08,6.19116590334169e-08,7.02642522001787e-08,5.34082301273645e-08,5.07108905436937e-08,3.72015459300193e-08,2.2913520755597e-08,4.07506461776299e-08,3.97519169576048e-08,2.89907750191192e-08,2.6155057002551e-08,2.08438607599451e-08,1.37330983866075e-08,1.86621234099315e-08,1.70934001124001e-08,1.35426255873666e-08,1.44866218584254e-08,1.3337258905536e-08,1.82382347705368e-08
"1092",1.73981800853342e-07,2.38510163189364e-07,2.26138091060029e-07,1.37202430603569e-07,7.79872553650131e-08,9.59738004631619e-08,1.21965135729741e-07,2.11634679112891e-07,1.49941052015164e-07,1.27425125967392e-07,9.23040407946691e-08,7.24351961804972e-08,4.87557996269739e-08,4.58060861228107e-08,6.74958437662904e-08,6.4901389820053e-08,5.44051453461882e-08,5.20570403743852e-08,3.37213433681651e-08,2.44781289221835e-08,4.33254632586155e-08,4.30577594320153e-08,3.03740075843837e-08,2.70040299548732e-08,2.36354377089377e-08,1.37755925209123e-08,1.76118296495373e-08,1.6594664180459e-08,1.40731387089899e-08,1.72166156711704e-08,1.2609924769173e-08,1.80184174537861e-08
"1093",1.82000612000429e-07,2.39791765880795e-07,2.27480633534162e-07,1.32781009123905e-07,7.79616597200899e-08,1.03955683006589e-07,1.26575893189562e-07,2.0884266299222e-07,1.56297278393619e-07,1.27546177711418e-07,8.90580029356836e-08,7.42501837919411e-08,5.46541067183787e-08,4.49103175223197e-08,6.87470789273141e-08,6.4015957153239e-08,5.38847014263216e-08,5.30442839706739e-08,3.18972025506432e-08,2.85520444796915e-08,4.37198163405796e-08,4.20473075755467e-08,3.47811835962279e-08,2.72984245236345e-08,2.41317039946666e-08,1.14333338466214e-08,1.75510012490325e-08,1.59741720940553e-08,1.35567274246232e-08,1.73466110920845e-08,1.22957570639648e-08,1.64456404354696e-08
"1094",1.78391613612029e-07,2.35029378625304e-07,2.26611972517363e-07,1.28473466083028e-07,7.75690036752034e-08,1.07779829939426e-07,1.28889628377914e-07,2.10300063389542e-07,1.59108465169926e-07,1.21058192227901e-07,8.68834711893434e-08,7.44461108843818e-08,5.9449527360454e-08,4.32485135600728e-08,7.61229977987966e-08,5.83423948785543e-08,5.29443633581795e-08,5.61740261738324e-08,3.25756050983258e-08,3.17433341282617e-08,4.59010727818606e-08,4.2967624022659e-08,3.50745776510994e-08,2.69283661619672e-08,2.38781311811205e-08,1.38323482310404e-08,1.66108846856654e-08,1.64310360393859e-08,1.53889959486929e-08,1.80015704819857e-08,1.3614111069455e-08,1.75559141112942e-08
"1095",1.74402143046375e-07,2.3667373507529e-07,2.3013807009954e-07,1.23769020019942e-07,7.11372500446775e-08,1.1360295365291e-07,1.33046174591644e-07,2.14788146374103e-07,1.59258122083203e-07,1.16734068776956e-07,8.34061655427859e-08,6.9939418629549e-08,5.86648411309917e-08,4.26977490725199e-08,7.68506017513571e-08,6.0669801272569e-08,5.25301169927367e-08,5.73859315543979e-08,3.2466221080956e-08,3.43974360030254e-08,4.64354392090154e-08,4.48955206236592e-08,3.92929819674983e-08,2.5888136465228e-08,2.26000368876325e-08,1.44576914203266e-08,1.85421388427521e-08,1.73807158443175e-08,1.53334433804052e-08,1.7997794660166e-08,1.44278221078496e-08,1.75313574786484e-08
"1096",1.74471540500509e-07,2.39688554410142e-07,2.33052839645706e-07,1.1855794496655e-07,6.9662471060571e-08,1.14409501443588e-07,1.3364395016639e-07,2.19658746799661e-07,1.5754016579958e-07,1.13103590788477e-07,8.10969364563448e-08,6.55305176608783e-08,5.90658372856297e-08,3.85211687427035e-08,7.64025912393148e-08,5.83158402813444e-08,5.19362006666213e-08,6.18786012782251e-08,3.77320948339796e-08,3.38456428653669e-08,5.07099484744212e-08,4.18008943603813e-08,3.63631288019391e-08,2.61525754307246e-08,2.51903449975644e-08,1.68519826425989e-08,1.90952514046757e-08,1.75784707996389e-08,1.42783658385188e-08,1.79745549011732e-08,1.40463380084282e-08,1.73811833606067e-08
"1097",1.7676409003454e-07,2.38723733739442e-07,2.40390489712468e-07,1.13904388597062e-07,6.88250372394175e-08,1.17624605544139e-07,1.28438030271837e-07,2.28949707470075e-07,1.51500865301653e-07,1.18675858705356e-07,8.00817022373433e-08,6.11863928937723e-08,5.64140804491113e-08,3.46678801142324e-08,7.62214805173499e-08,5.21956856786556e-08,5.39836641312079e-08,6.23651876407388e-08,3.87561267354817e-08,3.06976367886907e-08,5.36947455157499e-08,4.14170538084393e-08,3.43671281748796e-08,2.6808600265037e-08,2.47671226466062e-08,1.7045213795526e-08,1.80131166757151e-08,1.83520882666531e-08,1.60509551255677e-08,1.9032220564447e-08,1.28292008498674e-08,1.66822184662888e-08
"1098",1.77905943659806e-07,2.34953022542742e-07,2.4691249940282e-07,1.09763413009002e-07,7.13576602262061e-08,1.15636413815874e-07,1.25394318379843e-07,2.33597644550019e-07,1.48950872449366e-07,1.14511897993903e-07,8.10425797113643e-08,6.13022575768626e-08,5.03044546252126e-08,3.36170688896982e-08,7.88016207632676e-08,4.82849569726388e-08,5.73226109681322e-08,6.20578475015046e-08,3.91236942860116e-08,3.00933338905156e-08,5.76835762349209e-08,4.01357999842242e-08,3.24113349357908e-08,2.94453602426483e-08,2.64137907191907e-08,1.79095933969805e-08,1.86984512835828e-08,1.8235431145137e-08,1.62688638884705e-08,1.87289790281661e-08,1.14537205184025e-08,1.93935766210046e-08
"1099",1.70733035440851e-07,2.33103664264252e-07,2.52848943133837e-07,1.1499493465766e-07,6.91864736912035e-08,1.16506091088403e-07,1.21911040005046e-07,2.3746883664561e-07,1.43817495702929e-07,1.14095771444354e-07,8.02978270900809e-08,6.1213960922736e-08,4.55671003101115e-08,3.07382021253625e-08,7.87834488447792e-08,4.88326845724806e-08,5.57563862756082e-08,6.66114034487091e-08,3.89537390771359e-08,2.77018088456849e-08,6.09399517438514e-08,4.07844618621383e-08,3.15778585000108e-08,3.34692685205047e-08,2.65649599148367e-08,2.09913779100964e-08,1.86250857318288e-08,2.00348396890913e-08,1.5661455264185e-08,1.76199374454191e-08,1.09006570946457e-08,1.87716789285913e-08
"1100",1.67271352330756e-07,2.27055310071503e-07,2.59246069411166e-07,1.19284529602533e-07,6.23548196903202e-08,1.15633481017775e-07,1.21815352966294e-07,2.40389542769e-07,1.36045487799996e-07,1.15805015356802e-07,8.17748577803154e-08,6.19035757129307e-08,4.37246600630025e-08,2.89756818461198e-08,7.74991465089256e-08,4.82613311142498e-08,5.70934376995482e-08,6.44363792412039e-08,4.02470458763447e-08,2.53161467073955e-08,6.0282805516194e-08,3.97525696172823e-08,3.1159051315205e-08,3.7248633565247e-08,2.54047896548073e-08,2.21020955885977e-08,1.8479490929107e-08,1.96472641068354e-08,1.66516625142543e-08,1.66311475570925e-08,1.24980312984348e-08,1.91322815434877e-08
"1101",1.69497844631977e-07,2.25906378210798e-07,2.64281753524922e-07,1.22455333165661e-07,6.03650862599681e-08,1.17450008499459e-07,1.1582913129731e-07,2.37538857298649e-07,1.37079924103685e-07,1.19258839108182e-07,8.50458958290888e-08,6.39122949035252e-08,4.09682822672591e-08,2.81297370176628e-08,7.54644349462159e-08,4.49615268478005e-08,5.34901794353545e-08,6.47558870360754e-08,4.4532766202414e-08,2.69688749406074e-08,6.00787941607238e-08,3.78839417667669e-08,3.0053611215848e-08,3.62215577405368e-08,2.24875044042981e-08,2.33255204400745e-08,1.88505406947587e-08,1.90489329268049e-08,1.73090911487216e-08,1.70056665486493e-08,1.36623250466514e-08,1.86370802997754e-08
"1102",1.72727268656812e-07,2.26735203711948e-07,2.66854486830986e-07,1.23058661846067e-07,6.27738001855092e-08,1.15769727539283e-07,1.11362958268929e-07,2.33254397316649e-07,1.34118912851619e-07,1.2311269540341e-07,9.2134577310898e-08,6.5768858175509e-08,3.79998297660401e-08,2.80122899291927e-08,7.31066106572811e-08,4.65802528444342e-08,5.48908431693024e-08,6.86846056203344e-08,4.29481412118914e-08,3.30138834837558e-08,6.31415191855587e-08,3.72564343501434e-08,3.1076491746335e-08,3.88846963642584e-08,2.11799511150409e-08,2.24654884807259e-08,1.69937607753417e-08,1.89735026164853e-08,2.03832108959173e-08,1.6640888216306e-08,1.28356599772822e-08,1.66906519540918e-08
"1103",1.71092072316287e-07,2.24717119821704e-07,2.6583758726168e-07,1.23854084271652e-07,6.73287293444047e-08,1.24004642370519e-07,1.11312286176873e-07,2.23351090163694e-07,1.39494127243868e-07,1.30784938465936e-07,9.79186556103102e-08,6.44364555125931e-08,3.96245286777935e-08,2.94518512482183e-08,7.23832985226194e-08,5.0796669581761e-08,5.68882575757669e-08,6.88103304184834e-08,4.24724757802689e-08,3.75335117707639e-08,6.72124724386251e-08,3.82291852685469e-08,3.41421343416234e-08,4.33761430498753e-08,2.05351980987866e-08,2.0199744828568e-08,1.60047750959823e-08,1.89667502576365e-08,2.23425994258307e-08,1.72146577240314e-08,1.24060794508548e-08,1.64279856940414e-08
"1104",1.66387307087528e-07,2.1818645339804e-07,2.62187255093028e-07,1.25238643801594e-07,6.51261312975517e-08,1.31719175474998e-07,1.13044106292703e-07,2.1105581863246e-07,1.45481346173333e-07,1.33649678105412e-07,1.03661183226917e-07,6.06140272867641e-08,4.14732426559898e-08,3.08161435757073e-08,7.07856157145958e-08,5.37661990806943e-08,5.88443779284482e-08,6.76619367816439e-08,4.26423883260481e-08,3.96559088519536e-08,7.03664901308845e-08,3.74432680245014e-08,3.48959955274453e-08,4.86568251399344e-08,2.52396972365753e-08,1.75028765428826e-08,1.51328447619736e-08,1.85626598207281e-08,2.03973679462837e-08,1.71772256599538e-08,1.42739335760714e-08,1.51687895384787e-08
"1105",1.61955178933342e-07,2.15978924239559e-07,2.54490429823605e-07,1.31455779553875e-07,6.47842438353914e-08,1.40965785318413e-07,1.16524000627892e-07,1.99044231415435e-07,1.47070997952135e-07,1.36468684092577e-07,1.12677605311529e-07,5.41069271216671e-08,4.37596048085088e-08,2.85236235400762e-08,7.00623655822004e-08,5.87232598107494e-08,5.72983062647801e-08,6.9347343656737e-08,4.1455040009723e-08,3.78580664154918e-08,7.02065443735199e-08,3.66965424761018e-08,3.72595057522152e-08,4.50644020900857e-08,2.68035764495729e-08,1.67865029982285e-08,1.45495655108599e-08,2.1570451241019e-08,2.02081250120733e-08,1.77164361226411e-08,1.52826838902649e-08,1.56032755961332e-08
"1106",1.62861852625527e-07,2.11045456865895e-07,2.45480753743317e-07,1.31712175197316e-07,6.37749455590284e-08,1.39159962667763e-07,1.16343656702889e-07,1.91536017276616e-07,1.48842544991144e-07,1.38782596008013e-07,1.18670360904859e-07,4.77325046493295e-08,4.81165537302755e-08,3.16852581376604e-08,6.38510878250517e-08,6.42543386798302e-08,5.9167825886698e-08,7.24908200725332e-08,4.30270804273187e-08,4.02055428455601e-08,7.18753976924171e-08,3.76625409567632e-08,3.92379003012969e-08,4.64392380948343e-08,2.78265283802668e-08,1.88289882192193e-08,1.65189138705428e-08,2.42317609698008e-08,1.8089186953965e-08,1.7828905104987e-08,1.39103784361146e-08,1.4813219020436e-08
"1107",1.64577737017988e-07,2.0393966020471e-07,2.38470229987239e-07,1.32575410451421e-07,6.38435528680901e-08,1.40402994812063e-07,1.19086694463133e-07,1.78408263507626e-07,1.53465081081304e-07,1.42800775458037e-07,1.23305523913046e-07,4.89958674067521e-08,5.17049072441502e-08,3.3184811839717e-08,6.24961375847207e-08,6.48460633764935e-08,5.84702567494788e-08,6.87006745553147e-08,4.164657442096e-08,4.10819446065479e-08,7.33620297435243e-08,4.09300308693989e-08,4.09255191141468e-08,4.51388523275767e-08,3.03375460975267e-08,1.71411146560537e-08,1.64756720515135e-08,2.41748761296204e-08,1.91465139188477e-08,1.82646265590738e-08,1.39018504253499e-08,1.60035382864552e-08
"1108",1.61647961265082e-07,2.03310051173435e-07,2.35536652319897e-07,1.34206742518317e-07,6.42397970647943e-08,1.39243815211323e-07,1.191737082992e-07,1.76414463177644e-07,1.53674232797178e-07,1.44401807719234e-07,1.26623696139905e-07,4.91554840047839e-08,5.6647843977205e-08,3.08821010805459e-08,6.24958370313615e-08,6.34697908488689e-08,5.58348310726663e-08,6.60898077162107e-08,4.09044998030447e-08,3.89162608393142e-08,7.48327600508089e-08,3.84294450848406e-08,4.35476971433011e-08,4.05155565967451e-08,3.25650886820373e-08,1.73781936572198e-08,1.60060453800296e-08,2.57173750057767e-08,1.89662042613274e-08,1.87896344924092e-08,1.44336403311832e-08,1.69150456691791e-08
